Fluxo;Ano;mes_numero;mes_nome;Município;País;Código SH4;Valor US$ FOB;Quilograma Líquido;Descrição SH4
Exportação;2023;11;Novembro;Guarujá - SP;China;1201;22817247;41843475;Soja, mesmo triturada
Exportação;2023;11;Novembro;Santos - SP;China;1201;52160002;95150484;Soja, mesmo triturada
Exportação;2023;10;Outubro;Cubatão - SP;China;1201;22690432;43536837;Soja, mesmo triturada
Exportação;2023;10;Outubro;Santos - SP;China;1201;70264789;130748000;Soja, mesmo triturada
Exportação;2023;9;Setembro;Cubatão - SP;China;1201;29684527;53272211;Soja, mesmo triturada
Exportação;2023;9;Setembro;Santos - SP;China;1201;53857088;104772163;Soja, mesmo triturada
Exportação;2023;8;Agosto;Cubatão - SP;China;1201;21923242;43148987;Soja, mesmo triturada
Exportação;2023;8;Agosto;Guarujá - SP;China;1201;42470965;81952053;Soja, mesmo triturada
Exportação;2023;8;Agosto;Santos - SP;China;1201;65497735;129419437;Soja, mesmo triturada
Exportação;2023;7;Julho;Cubatão - SP;China;1201;15852367;33236804;Soja, mesmo triturada
Exportação;2023;7;Julho;Guarujá - SP;China;1201;38292866;76664118;Soja, mesmo triturada
Exportação;2023;7;Julho;Santos - SP;China;1201;174635022;354987688;Soja, mesmo triturada
Exportação;2023;6;Junho;Cubatão - SP;China;1201;30812171;65974964;Soja, mesmo triturada
Exportação;2023;6;Junho;Guarujá - SP;China;1201;54013245;111161973;Soja, mesmo triturada
Exportação;2023;6;Junho;Santos - SP;China;1201;215690277;450452822;Soja, mesmo triturada
Exportação;2023;5;Maio;Cubatão - SP;China;1201;81193439;166995108;Soja, mesmo triturada
Exportação;2023;5;Maio;Guarujá - SP;China;1201;41531661;78575394;Soja, mesmo triturada
Exportação;2023;5;Maio;Santos - SP;China;1201;259640961;521802268;Soja, mesmo triturada
Exportação;2023;4;Abril;Cubatão - SP;China;1201;87921288;168767197;Soja, mesmo triturada
Exportação;2023;4;Abril;Guarujá - SP;China;1201;152609029;282773197;Soja, mesmo triturada
Exportação;2023;4;Abril;Santos - SP;China;1201;276415569;505819685;Soja, mesmo triturada
Exportação;2023;3;Março;Cubatão - SP;China;1201;60521600;113955268;Soja, mesmo triturada
Exportação;2023;3;Março;Guarujá - SP;China;1201;256976352;456359317;Soja, mesmo triturada
Exportação;2023;3;Março;Santos - SP;China;1201;340885956;602579913;Soja, mesmo triturada
Exportação;2023;2;Fevereiro;Cubatão - SP;China;1201;44320763;80794834;Soja, mesmo triturada
Exportação;2023;2;Fevereiro;Guarujá - SP;China;1201;64994917;110288505;Soja, mesmo triturada
Exportação;2023;2;Fevereiro;Santos - SP;China;1201;61780358;110852242;Soja, mesmo triturada
Exportação;2023;1;Janeiro;Cubatão - SP;China;1201;10042141;17603976;Soja, mesmo triturada
Importação;2023;12;Dezembro;Cubatão - SP;Chile;2501;1300476;51558926;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;12;Dezembro;Guarujá - SP;Estados Unidos;2815;627864;5046866;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2023;12;Dezembro;Santos - SP;Argentina;1001;11187939;38507564;Trigo e mistura de trigo com centeio
Importação;2023;11;Novembro;Santos - SP;Argentina;1001;943500;2850000;Trigo e mistura de trigo com centeio
Importação;2023;10;Outubro;Cubatão - SP;Chile;2501;1311094;51865984;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;10;Outubro;Guarujá - SP;Estados Unidos;2815;5099154;24026981;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2023;10;Outubro;Santos - SP;Argentina;1001;11123988;33807306;Trigo e mistura de trigo com centeio
Importação;2023;9;Setembro;Cubatão - SP;Chile;2501;1302281;51563962;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;9;Setembro;Guarujá - SP;Estados Unidos;2815;2103733;10480997;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2023;9;Setembro;Santos - SP;Argentina;1001;5610000;17000000;Trigo e mistura de trigo com centeio
Importação;2023;8;Agosto;Cubatão - SP;Chile;2501;1311366;51833917;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;8;Agosto;Santos - SP;Argentina;1001;4884000;14800000;Trigo e mistura de trigo com centeio
Importação;2023;7;Julho;Cubatão - SP;Chile;2501;1229280;48741364;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;7;Julho;Guarujá - SP;Estados Unidos;2815;8507019;34169705;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2023;7;Julho;Santos - SP;Argentina;1001;6420942;19800000;Trigo e mistura de trigo com centeio
Importação;2023;6;Junho;Cubatão - SP;Chile;2501;1267320;51284539;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;6;Junho;Guarujá - SP;Estados Unidos;2815;1585105;6375840;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2023;6;Junho;Santos - SP;Argentina;1001;16660962;50304310;Trigo e mistura de trigo com centeio
Importação;2023;5;Maio;Cubatão - SP;Chile;2501;1193144;48303208;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;5;Maio;Santos - SP;Argentina;1001;9022376;26450000;Trigo e mistura de trigo com centeio
Importação;2023;4;Abril;Santos - SP;Argentina;1001;2187376;6350000;Trigo e mistura de trigo com centeio
Importação;2023;3;Março;Cubatão - SP;Chile;2501;2494501;100974731;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;3;Março;Guarujá - SP;Estados Unidos;2815;14908228;44814989;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2023;3;Março;Santos - SP;Argentina;1001;21032647;58791570;Trigo e mistura de trigo com centeio
Importação;2023;2;Fevereiro;Cubatão - SP;Chile;2501;1193010;48300000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2023;2;Fevereiro;Santos - SP;Argentina;1001;5163754;14500340;Trigo e mistura de trigo com centeio
Importação;2023;1;Janeiro;Santos - SP;Argentina;1001;19243535;54142237;Trigo e mistura de trigo com centeio
Exportação;2026;7;Julho;Cubatão - SP;China;1201;22411585;52950779;Soja, mesmo triturada
Exportação;2026;7;Julho;Guarujá - SP;China;1201;53908409;122442293;Soja, mesmo triturada
Exportação;2026;7;Julho;Santos - SP;China;1201;57490351;128713938;Soja, mesmo triturada
Exportação;2026;6;Junho;Cubatão - SP;China;1201;14773491;35306295;Soja, mesmo triturada
Exportação;2026;6;Junho;Guarujá - SP;China;1201;85856047;201260225;Soja, mesmo triturada
Exportação;2026;6;Junho;Santos - SP;China;1201;57678309;130716467;Soja, mesmo triturada
Exportação;2026;5;Maio;Cubatão - SP;China;1201;26328728;61577161;Soja, mesmo triturada
Exportação;2026;5;Maio;Guarujá - SP;China;1201;87949578;207441026;Soja, mesmo triturada
Exportação;2026;5;Maio;Santos - SP;China;1201;111264975;256018815;Soja, mesmo triturada
Exportação;2026;4;Abril;Cubatão - SP;China;1201;43670415;107307370;Soja, mesmo triturada
Exportação;2026;4;Abril;Guarujá - SP;China;1201;134641292;327748737;Soja, mesmo triturada
Exportação;2026;4;Abril;Santos - SP;China;1201;124828822;298434387;Soja, mesmo triturada
Exportação;2026;3;Março;Cubatão - SP;China;1201;40894805;101956838;Soja, mesmo triturada
Exportação;2026;3;Março;Guarujá - SP;China;1201;60663771;153138435;Soja, mesmo triturada
Exportação;2026;3;Março;Santos - SP;China;1201;61209344;150050920;Soja, mesmo triturada
Exportação;2026;2;Fevereiro;Cubatão - SP;China;1201;7033556;17001352;Soja, mesmo triturada
Exportação;2026;2;Fevereiro;Guarujá - SP;China;1201;16167792;39895076;Soja, mesmo triturada
Exportação;2026;2;Fevereiro;Santos - SP;China;1201;24617762;60366785;Soja, mesmo triturada
Exportação;2026;1;Janeiro;Cubatão - SP;China;1201;336304;786824;Soja, mesmo triturada
Exportação;2026;1;Janeiro;Guarujá - SP;China;1201;7750412;18027906;Soja, mesmo triturada
Exportação;2026;1;Janeiro;Santos - SP;China;1201;3050;7210;Soja, mesmo triturada
Importação;2026;7;Julho;Cubatão - SP;Chile;2501;1276168;51659840;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2026;7;Julho;Guarujá - SP;Estados Unidos;2815;9080187;51878947;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;7;Julho;Santos - SP;Argentina;1001;13870309;56256466;Trigo e mistura de trigo com centeio
Importação;2026;6;Junho;Cubatão - SP;Chile;2501;1215361;49204898;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2026;6;Junho;Guarujá - SP;Estados Unidos;2815;9973150;58796848;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;6;Junho;Santos - SP;Argentina;1001;15803634;65238996;Trigo e mistura de trigo com centeio
Importação;2026;5;Maio;Cubatão - SP;Chile;2501;1240721;50231625;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2026;5;Maio;Guarujá - SP;Estados Unidos;2815;7319888;37028664;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;5;Maio;Santos - SP;Argentina;1001;11043305;44230557;Trigo e mistura de trigo com centeio
Importação;2026;4;Abril;Guarujá - SP;Estados Unidos;2815;9740329;53438918;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;4;Abril;Santos - SP;Argentina;1001;13954873;60234679;Trigo e mistura de trigo com centeio
Importação;2026;3;Março;Cubatão - SP;Chile;2501;1274970;51618233;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2026;3;Março;Guarujá - SP;Estados Unidos;2815;5744095;31018713;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;3;Março;Santos - SP;Argentina;1001;10340288;48100000;Trigo e mistura de trigo com centeio
Importação;2026;2;Fevereiro;Guarujá - SP;Estados Unidos;2815;11064980;56891364;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;2;Fevereiro;Santos - SP;Argentina;1001;10260343;46849840;Trigo e mistura de trigo com centeio
Importação;2026;1;Janeiro;Cubatão - SP;Chile;2501;1227058;45734568;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2026;1;Janeiro;Guarujá - SP;Estados Unidos;2815;7932071;39066172;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2026;1;Janeiro;Santos - SP;Argentina;1001;10047683;46526905;Trigo e mistura de trigo com centeio
Exportação;2025;12;Dezembro;Cubatão - SP;China;1201;1155112;2689473;Soja, mesmo triturada
Exportação;2025;12;Dezembro;Guarujá - SP;China;1201;10831724;25087918;Soja, mesmo triturada
Exportação;2025;12;Dezembro;Santos - SP;China;1201;34960;79774;Soja, mesmo triturada
Exportação;2025;11;Novembro;Cubatão - SP;China;1201;880193;1995811;Soja, mesmo triturada
Exportação;2025;11;Novembro;Guarujá - SP;China;1201;4417836;10733185;Soja, mesmo triturada
Exportação;2025;11;Novembro;Santos - SP;China;1201;2077512;4694406;Soja, mesmo triturada
Exportação;2025;10;Outubro;Cubatão - SP;China;1201;12382852;28865657;Soja, mesmo triturada
Exportação;2025;10;Outubro;Guarujá - SP;China;1201;12559328;29763708;Soja, mesmo triturada
Exportação;2025;10;Outubro;Santos - SP;China;1201;799857;1859499;Soja, mesmo triturada
Exportação;2025;9;Setembro;Cubatão - SP;China;1201;6346949;14698190;Soja, mesmo triturada
Exportação;2025;9;Setembro;Guarujá - SP;China;1201;42755642;103861400;Soja, mesmo triturada
Exportação;2025;9;Setembro;Santos - SP;China;1201;14865936;34808840;Soja, mesmo triturada
Exportação;2025;8;Agosto;Cubatão - SP;China;1201;4600749;11022683;Soja, mesmo triturada
Exportação;2025;8;Agosto;Guarujá - SP;China;1201;20259885;50925982;Soja, mesmo triturada
Exportação;2025;8;Agosto;Santos - SP;China;1201;58578840;137650587;Soja, mesmo triturada
Exportação;2025;7;Julho;Cubatão - SP;China;1201;26867688;64187399;Soja, mesmo triturada
Exportação;2025;7;Julho;Guarujá - SP;China;1201;31473423;78253494;Soja, mesmo triturada
Exportação;2025;7;Julho;Santos - SP;China;1201;76392764;181748654;Soja, mesmo triturada
Exportação;2025;6;Junho;Cubatão - SP;China;1201;17952482;45393118;Soja, mesmo triturada
Exportação;2025;6;Junho;Guarujá - SP;China;1201;43366609;109506663;Soja, mesmo triturada
Exportação;2025;6;Junho;Santos - SP;China;1201;119321129;294594270;Soja, mesmo triturada
Exportação;2025;5;Maio;Cubatão - SP;China;1201;26965420;69146691;Soja, mesmo triturada
Exportação;2025;5;Maio;Guarujá - SP;China;1201;89134692;229647407;Soja, mesmo triturada
Exportação;2025;5;Maio;Santos - SP;China;1201;162001111;406178519;Soja, mesmo triturada
Exportação;2025;4;Abril;Cubatão - SP;China;1201;30807889;80332915;Soja, mesmo triturada
Exportação;2025;4;Abril;Guarujá - SP;China;1201;88978241;231581665;Soja, mesmo triturada
Exportação;2025;4;Abril;Santos - SP;China;1201;163561623;411637051;Soja, mesmo triturada
Exportação;2025;3;Março;Cubatão - SP;China;1201;34530994;90626269;Soja, mesmo triturada
Exportação;2025;3;Março;Guarujá - SP;China;1201;86503431;215380118;Soja, mesmo triturada
Exportação;2025;3;Março;Santos - SP;China;1201;138294475;350246981;Soja, mesmo triturada
Exportação;2025;2;Fevereiro;Cubatão - SP;China;1201;34990854;94531847;Soja, mesmo triturada
Exportação;2025;2;Fevereiro;Guarujá - SP;China;1201;13711496;34379350;Soja, mesmo triturada
Exportação;2025;2;Fevereiro;Santos - SP;China;1201;81307711;205037971;Soja, mesmo triturada
Exportação;2025;1;Janeiro;Santos - SP;China;1201;275342;653722;Soja, mesmo triturada
Importação;2025;12;Dezembro;Cubatão - SP;Chile;2501;1230156;45850000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;12;Dezembro;Guarujá - SP;Estados Unidos;2815;3113022;14090242;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;12;Dezembro;Santos - SP;Argentina;1001;13127862;59018780;Trigo e mistura de trigo com centeio
Importação;2025;11;Novembro;Cubatão - SP;Chile;2501;1208644;45041807;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;11;Novembro;Guarujá - SP;Estados Unidos;2815;7616002;40765036;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;11;Novembro;Santos - SP;Argentina;1001;11790500;51500000;Trigo e mistura de trigo com centeio
Importação;2025;10;Outubro;Cubatão - SP;Chile;2501;1216907;45353869;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;10;Outubro;Guarujá - SP;Estados Unidos;2815;3270426;17949815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;10;Outubro;Santos - SP;Argentina;1001;21445364;89316160;Trigo e mistura de trigo com centeio
Importação;2025;9;Setembro;Cubatão - SP;Chile;2501;1176278;43826000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;9;Setembro;Guarujá - SP;Estados Unidos;2815;8630412;38057060;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;9;Setembro;Santos - SP;Argentina;1001;11746913;49708000;Trigo e mistura de trigo com centeio
Importação;2025;8;Agosto;Cubatão - SP;Chile;2501;1229610;45810790;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;8;Agosto;Guarujá - SP;Estados Unidos;2815;11009650;50084443;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;8;Agosto;Santos - SP;Argentina;1001;12882350;54200000;Trigo e mistura de trigo com centeio
Importação;2025;7;Julho;Cubatão - SP;Chile;2501;1199115;44686175;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;7;Julho;Guarujá - SP;Estados Unidos;2815;11104310;50288228;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;7;Julho;Santos - SP;Argentina;1001;20159726;82700983;Trigo e mistura de trigo com centeio
Importação;2025;6;Junho;Cubatão - SP;Chile;2501;1207130;45819998;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;6;Junho;Guarujá - SP;Estados Unidos;2815;8459775;39628739;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;6;Junho;Santos - SP;Argentina;1001;7977900;31900000;Trigo e mistura de trigo com centeio
Importação;2025;5;Maio;Cubatão - SP;Chile;2501;1369201;52013178;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;5;Maio;Guarujá - SP;Estados Unidos;2815;12216829;59021645;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;5;Maio;Santos - SP;Argentina;1001;28415699;115789266;Trigo e mistura de trigo com centeio
Importação;2025;4;Abril;Guarujá - SP;Estados Unidos;2815;5562636;38058193;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;4;Abril;Santos - SP;Argentina;1001;8104410;33518000;Trigo e mistura de trigo com centeio
Importação;2025;3;Março;Cubatão - SP;Chile;2501;1264211;48019952;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;3;Março;Guarujá - SP;Estados Unidos;2815;6101501;46370092;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;3;Março;Santos - SP;Argentina;1001;13236028;56400000;Trigo e mistura de trigo com centeio
Importação;2025;2;Fevereiro;Cubatão - SP;Chile;2501;1367827;51942010;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;2;Fevereiro;Guarujá - SP;Estados Unidos;2815;2773701;21053425;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;2;Fevereiro;Santos - SP;Argentina;1001;19494041;83340265;Trigo e mistura de trigo com centeio
Importação;2025;1;Janeiro;Cubatão - SP;Chile;2501;1183294;45454284;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2025;1;Janeiro;Guarujá - SP;Estados Unidos;2815;1973156;15019522;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2025;1;Janeiro;Santos - SP;Argentina;1001;8570843;36739920;Trigo e mistura de trigo com centeio
